"rule_title","severity","product","group_id","rule_id","check_content","fix_text","rule_version"
"Credential Guard must be running on Windows 11 domain-joined systems.","high","Microsoft Windows 11 ","V-253370","SV-253370r829194","Confirm Credential Guard is running on domain-joined systems.

For those devices that support Credential Guard, this feature must be enabled. Organizations need to take the appropriate action to acquire and implement compatible hardware with Credential Guard enabled.

Virtualization-based security, including Credential Guard, currently cannot be implemented in virtual desktop implementations (VDI) due to specific supporting requirements including a TPM, UEFI with Secure Boot, and the capability to run the Hyper-V feature within the virtual desktop.

For VDIs where the virtual desktop instance is deleted or refreshed upon logoff, this is NA.

Run """"PowerShell"""" with elevated privileges (run as administrator).
Enter the following:
""""Get-CimInstance -ClassName Win32_DeviceGuard -Namespace root\Microsoft\Windows\DeviceGuard""""

If """"SecurityServicesRunning"""" does not include a value of """"1"""" (e.g., """"{1, 2}""""), this is a finding.

Alternately:

Run """"System Information"""".
Under """"System Summary"""", verify the following:
If """"virtualization-based Services Running"""" does not list """"Credential Guard"""", this is finding.

The policy settings referenced in the Fix section will configure the following registry value. However, due to hardware requirements, the registry value alone does not ensure proper function.

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \SOFTWARE\Policies\Microsoft\Windows\DeviceGuard\

Value Name: LsaCfgFlags
Value Type: REG_DWORD
Value: 0x00000001 (1) (Enabled with UEFI lock)","Virtualization-based security, including Credential Guard, currently cannot be implemented in virtual desktop implementations (VDI) due to specific supporting requirements including a TPM, UEFI with Secure Boot, and the capability to run the Hyper-V feature within the virtual desktop.

For VDIs where the virtual desktop instance is deleted or refreshed upon logoff, this is NA.

For VDIs with persistent desktops, this may be downgraded to a CAT II only where administrators have specific tokens for the VDI. Administrator accounts on virtual desktops must only be used on systems in the VDI; they may not have administrative privileges on any other systems such as servers and physical workstations.

Configure the policy value for Computer Configuration >> Administrative Templates >> System >> Device Guard >> """"Turn On virtualization-based Security"""" to """"Enabled"""" with """"Enabled with UEFI lock"""" selected for """"Credential Guard Configuration:"""".


A Microsoft TechNet article on Credential Guard, including system requirement details, can be found at the following link:

https://docs.microsoft.com/en-us/windows/access-protection/credential-guard/credential-guard","WN11-CC-000075"
"Virtualization-based protection of code integrity must be enabled.","medium","Microsoft Windows 11 ","V-253371","SV-253371r829197","Confirm virtualization-based protection of code integrity.

For those devices that support the virtualization-based security (VBS) feature for protection of code integrity, this must be enabled. If the system meets the hardware, firmware and compatible device driver dependencies for enabling virtualization-based protection of code integrity but it is not enabled, this is a CAT II finding.

Virtualization-based security currently cannot be implemented in virtual desktop implementations (VDI) due to specific supporting requirements including a TPM, UEFI with Secure Boot, and the capability to run the Hyper-V feature within the virtual desktop.

For VDIs where the virtual desktop instance is deleted or refreshed upon logoff, this is NA.

Run """"PowerShell"""" with elevated privileges (run as administrator).
Enter the following:
""""Get-CimInstance -ClassName Win32_DeviceGuard -Namespace root\Microsoft\Windows\DeviceGuard""""

If """"SecurityServicesRunning"""" does not include a value of """"2"""" (e.g., """"{1, 2}""""), this is a finding.

Alternately:

Run """"System Information"""".
Under """"System Summary"""", verify the following:
If """"Virtualization-based Security Services Running"""" does not list """"Hypervisor enforced Code Integrity"""", this is finding.

The policy settings referenced in the Fix section will configure the following registry value. However due to hardware requirements, the registry value alone does not ensure proper function.

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \SOFTWARE\Policies\Microsoft\Windows\DeviceGuard\

Value Name: HypervisorEnforcedCodeIntegrity
Value Type: REG_DWORD
Value: 0x00000001 (1) (Enabled with UEFI lock), or 0x00000002 (2) (Enabled without lock)","Virtualization-based security currently cannot be implemented in virtual desktop implementations (VDI) due to specific supporting requirements including a TPM, UEFI with Secure Boot, and the capability to run the Hyper-V feature within the virtual desktop.

For VDIs where the virtual desktop instance is deleted or refreshed upon logoff, this is NA.

Configure the policy value for Computer Configuration >> Administrative Templates >> System >> Device Guard >> """"Turn On virtualization-based Security"""" to """"Enabled"""" with """"Enabled with UEFI lock"""" or """"Enabled without lock"""" selected for """"virtualization-based Protection of Code Integrity:"""".

""""Enabled with UEFI lock"""" is preferred as more secure, however it cannot be turned off remotely through a group policy change if there is an issue.

""""Enabled without lock"""" will allow this to be turned off remotely while testing for issues.","WN11-CC-000080"
"Early Launch Antimalware, Boot-Start Driver Initialization Policy must prevent boot drivers.","medium","Microsoft Windows 11 ","V-253372","SV-253372r829200","The default behavior is for Early Launch Antimalware - Boot-Start Driver Initialization policy is to enforce """"Good, unknown and bad but critical"""" (preventing """"bad"""").

If the registry value name below does not exist, this is a finding.

If it exists and is configured with a value of """"7"""", this is a finding.

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \SYSTEM\CurrentControlSet\Policies\EarlyLaunch\

Value Name: DriverLoadPolicy

Value Type: REG_DWORD
Value: 1, 3, or 8 

Possible values for this setting are:
8 - Good only
1 - Good and unknown
3 - Good, unknown and bad but critical
7 - All (which includes """"Bad"""" and would be a finding)","Ensure that Early Launch Antimalware - Boot-Start Driver Initialization policy is set to enforce """"Good, unknown and bad but critical"""" (preventing """"bad"""").

To correct this, configure the policy value for Computer Configuration >> Administrative Templates >> System >> Early Launch Antimalware >> """"Boot-Start Driver Initialization Policy"""" to """"Enabled with """"Good, unknown and bad but critical"""" selected.","WN11-CC-000085"
"Group Policy objects must be reprocessed even if they have not changed.","medium","Microsoft Windows 11 ","V-253373","SV-253373r829203","If the following registry value does not exist or is not configured as specified, this is a finding:

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \SOFTWARE\Policies\Microsoft\Windows\Group Policy\{35378EAC-683F-11D2-A89A-00C04FBBCFA2}

Value Name: NoGPOListChanges

Value Type: REG_DWORD
Value: 0","Configure the policy value for Computer Configuration >> Administrative Templates >> System >> Group Policy >> """"Configure registry policy processing"""" to """"Enabled"""" and select the option """"Process even if the Group Policy objects have not changed"""".","WN11-CC-000090"
"Downloading print driver packages over HTTP must be prevented.","medium","Microsoft Windows 11 ","V-253374","SV-253374r829206","If the following registry value does not exist or is not configured as specified, this is a finding:

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \SOFTWARE\Policies\Microsoft\Windows NT\Printers\

Value Name: DisableWebPnPDownload

Value Type: REG_DWORD
Value: 1","Configure the policy value for Computer Configuration >> Administrative Templates >> System >> Internet Communication Management >> Internet Communication settings >> """"Turn off downloading of print drivers over HTTP"""" to """"Enabled"""".","WN11-CC-000100"
"Web publishing and online ordering wizards must be prevented from downloading a list of providers.","medium","Microsoft Windows 11 ","V-253375","SV-253375r829209","If the following registry value does not exist or is not configured as specified, this is a finding:

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\Explorer\

Value Name: NoWebServices

Value Type: REG_DWORD
Value: 1","Configure the policy value for Computer Configuration >> Administrative Templates >> System >> Internet Communication Management >> Internet Communication settings >> """"Turn off Internet download for Web publishing and online ordering wizards"""" to """"Enabled"""".","WN11-CC-000105"
"Printing over HTTP must be prevented.","medium","Microsoft Windows 11 ","V-253376","SV-253376r829212","If the following registry value does not exist or is not configured as specified, this is a finding:

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \SOFTWARE\Policies\Microsoft\Windows NT\Printers\

Value Name: DisableHTTPPrinting

Value Type: REG_DWORD
Value: 1","Configure the policy value for Computer Configuration >> Administrative Templates >> System >> Internet Communication Management >> Internet Communication settings >> """"Turn off printing over HTTP"""" to """"Enabled"""".","WN11-CC-000110"
"Systems must at least attempt device authentication using certificates.","medium","Microsoft Windows 11 ","V-253377","SV-253377r829215","This requirement is applicable to domain-joined systems, for standalone systems this is NA.

The default behavior for """"Support device authentication using certificate"""" is """"Automatic"""".

If it exists and is configured with a value of """"0"""", this is a finding.

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System\Kerberos\Parameters\

Value Name: DevicePKInitEnabled
Value Type: REG_DWORD
Value: 1 (or if the Value Name does not exist)","This requirement is applicable to domain-joined systems, for standalone systems this is NA.

The default behavior for """"Support device authentication using certificate"""" is """"Automatic"""".

To correct this, configured the policy value for Computer Configuration >> Administrative Templates >> System >> Kerberos >> """"Support device authentication using certificate"""" to """"Not Configured or """"Enabled"""" with either option selected in """"Device authentication behavior using certificate:"""".","WN11-CC-000115"
"The network selection user interface (UI) must not be displayed on the logon screen.","medium","Microsoft Windows 11 ","V-253378","SV-253378r829218","If the following registry value does not exist or is not configured as specified, this is a finding:

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \SOFTWARE\Policies\Microsoft\Windows\System\

Value Name: DontDisplayNetworkSelectionUI

Value Type: REG_DWORD
Value: 1","Configure the policy value for Computer Configuration >> Administrative Templates >> System >> Logon >> """"Do not display network selection UI"""" to """"Enabled"""".","WN11-CC-000120"
"Local users on domain-joined computers must not be enumerated.","medium","Microsoft Windows 11 ","V-253379","SV-253379r829221","This requirement is applicable to domain-joined systems, for standalone systems this is NA.

If the following registry value does not exist or is not configured as specified, this is a finding:

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \SOFTWARE\Policies\Microsoft\Windows\System\

Value Name: EnumerateLocalUsers

Value Type: REG_DWORD
Value: 0","This requirement is applicable to domain-joined systems, for standalone systems this is NA.

Configure the policy value for Computer Configuration >> Administrative Templates >> System >> Logon >> """"Enumerate local users on domain-joined computers"""" to """"Disabled"""".","WN11-CC-000130"
"Users must be prompted for a password on resume from sleep (on battery).","medium","Microsoft Windows 11 ","V-253380","SV-253380r829224","If the following registry value does not exist or is not configured as specified, this is a finding:

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \SOFTWARE\Policies\Microsoft\Power\PowerSettings\0e796bdb-100d-47d6-a2d5-f7d2daa51f51\

Value Name: DCSettingIndex

Value Type: REG_DWORD
Value: 1","Configure the policy value for Computer Configuration >> Administrative Templates >> System >> Power Management >> Sleep Settings >> """"Require a password when a computer wakes (on battery)"""" to """"Enabled"""".","WN11-CC-000145"
"The user must be prompted for a password on resume from sleep (plugged in).","medium","Microsoft Windows 11 ","V-253381","SV-253381r829227","If the following registry value does not exist or is not configured as specified, this is a finding:

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \SOFTWARE\Policies\Microsoft\Power\PowerSettings\0e796bdb-100d-47d6-a2d5-f7d2daa51f51\

Value Name: ACSettingIndex

Value Type: REG_DWORD
Value: 1","Configure the policy value for Computer Configuration >> Administrative Templates >> System >> Power Management >> Sleep Settings >> """"Require a password when a computer wakes (plugged in)"""" to """"Enabled"""".","WN11-CC-000150"
"Solicited Remote Assistance must not be allowed.","high","Microsoft Windows 11 ","V-253382","SV-253382r829230","If the following registry value does not exist or is not configured as specified, this is a finding:

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \SOFTWARE\Policies\Microsoft\Windows NT\Terminal Services\

Value Name: fAllowToGetHelp
 
Value Type: REG_DWORD
Value: 0","Configure the policy value for Computer Configuration >> Administrative Templates >> System >> Remote Assistance >> """"Configure Solicited Remote Assistance"""" to """"Disabled"""".","WN11-CC-000155"
"Unauthenticated RPC clients must be restricted from connecting to the RPC server.","medium","Microsoft Windows 11 ","V-253383","SV-253383r877039","If the following registry value does not exist or is not configured as specified, this is a finding:

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \SOFTWARE\Policies\Microsoft\Windows NT\Rpc\

Value Name: RestrictRemoteClients

Value Type: REG_DWORD
Value: 1","Configure the policy value for Computer Configuration >> Administrative Templates >> System >> Remote Procedure Call >> """"Restrict Unauthenticated RPC clients"""" to """"Enabled"""" and """"Authenticated"""".","WN11-CC-000165"
"The setting to allow Microsoft accounts to be optional for modern style apps must be enabled.","low","Microsoft Windows 11 ","V-253384","SV-253384r829236","If the following registry value does not exist or is not configured as specified, this is a finding:

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System\

Value Name: MSAOptional

Value Type: REG_DWORD
Value: 0x00000001 (1)","Configure the policy value for Computer Configuration >> Administrative Templates >> Windows Components >> App Runtime >> """"Allow Microsoft accounts to be optional"""" to """"Enabled"""".","WN11-CC-000170"
"The Application Compatibility Program Inventory must be prevented from collecting data and sending the information to Microsoft.","low","Microsoft Windows 11 ","V-253385","SV-253385r829239","If the following registry value does not exist or is not configured as specified, this is a finding:

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \SOFTWARE\Policies\Microsoft\Windows\AppCompat\

Value Name: DisableInventory

Value Type: REG_DWORD
Value: 1","Configure the policy value for Computer Configuration >> Administrative Templates >> Windows Components >> Application Compatibility >> """"Turn off Inventory Collector"""" to """"Enabled"""".","WN11-CC-000175"
"Autoplay must be turned off for non-volume devices.","high","Microsoft Windows 11 ","V-253386","SV-253386r829242","If the following registry value does not exist or is not configured as specified, this is a finding:

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \SOFTWARE\Policies\Microsoft\Windows\Explorer\

Value Name: NoAutoplayfornonVolume

Value Type: REG_DWORD
Value: 1","Configure the policy value for Computer Configuration >> Administrative Templates >> Windows Components >> AutoPlay Policies >> """"Disallow Autoplay for non-volume devices"""" to """"Enabled"""".","WN11-CC-000180"
"The default autorun behavior must be configured to prevent autorun commands.","high","Microsoft Windows 11 ","V-253387","SV-253387r829245","If the following registry value does not exist or is not configured as specified, this is a finding:

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\Explorer\

Value Name: NoAutorun

Value Type: REG_DWORD
Value: 1","Configure the policy value for Computer Configuration >> Administrative Templates >> Windows Components >> AutoPlay Policies >> """"Set the default behavior for AutoRun"""" to """"Enabled:Do not execute any autorun commands"""".","WN11-CC-000185"
"Autoplay must be disabled for all drives.","high","Microsoft Windows 11 ","V-253388","SV-253388r829248","If the following registry value does not exist or is not configured as specified, this is a finding:

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \SOFTWARE\Microsoft\Windows\CurrentVersion\policies\Explorer\

Value Name: NoDriveTypeAutoRun

Value Type: REG_DWORD
Value: 0x000000ff (255)

Note: If the value for NoDriveTypeAutorun is entered manually, it must be entered as """"ff"""" when Hexadecimal is selected, or """"255"""" with Decimal selected. Using the policy value specified in the Fix section will enter it correctly.","Configure the policy value for Computer Configuration >> Administrative Templates >> Windows Components >> AutoPlay Policies >> """"Turn off AutoPlay"""" to """"Enabled:All Drives"""".","WN11-CC-000190"
"Enhanced anti-spoofing for facial recognition must be enabled on Windows 11.","medium","Microsoft Windows 11 ","V-253389","SV-253389r829251","If the following registry value does not exist or is not configured as specified, this is a finding:

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \SOFTWARE\Policies\Microsoft\Biometrics\FacialFeatures\

Value Name: EnhancedAntiSpoofing

Value Type: REG_DWORD
Value: 0x00000001 (1)","Configure the policy value for Computer Configuration >> Administrative Templates >> Windows Components >> Biometrics >> Facial Features >> """"Configure enhanced anti-spoofing"""" to """"Enabled"""".","WN11-CC-000195"
"Microsoft consumer experiences must be turned off.","low","Microsoft Windows 11 ","V-253390","SV-253390r829254","If the following registry value does not exist or is not configured as specified, this is a finding:

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \SOFTWARE\Policies\Microsoft\Windows\CloudContent\

Value Name: DisableWindowsConsumerFeatures

Type: REG_DWORD
Value: 0x00000001 (1)","Configure the policy value for Computer Configuration >> Administrative Templates >> Windows Components >> Cloud Content >> """"Turn off Microsoft consumer experiences"""" to """"Enabled"""".","WN11-CC-000197"
"Administrator accounts must not be enumerated during elevation.","medium","Microsoft Windows 11 ","V-253391","SV-253391r829257","If the following registry value does not exist or is not configured as specified, this is a finding:

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\CredUI\

Value Name: EnumerateAdministrators

Value Type: REG_DWORD
Value: 0","Configure the policy value for Computer Configuration >> Administrative Templates >> Windows Components >> Credential User Interface >> """"Enumerate administrator accounts on elevation"""" to """"Disabled"""".","WN11-CC-000200"
"Enhanced diagnostic data must be limited to the minimum required to support Windows Analytics.","medium","Microsoft Windows 11 ","V-253392","SV-253392r829260","If """"Enhanced"""" level is enabled for telemetry, this must be configured. If """"Security"""" or """"Basic"""" are configured, this is NA. (See WN11-CC-000205).

If the following registry value does not exist or is not configured as specified, this is a finding:

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \SOFTWARE\Policies\Microsoft\Windows\DataCollection\

Value Name: LimitEnhancedDiagnosticDataWindowsAnalytics

Type: REG_DWORD
Value: 0x00000001 (1)","Configure the policy value for Computer Configuration >> Administrative Templates >> Windows Components >> Data Collection and Preview Builds >> """"Limit optional diagnostic data for Windows Analytics"""" to """"Enabled"""" with """"Enable Desktop Analytics collection"""" selected in """"Options:"""".","WN11-CC-000204"
"Windows Telemetry must not be configured to Full.","medium","Microsoft Windows 11 ","V-253393","SV-253393r857208","If the following registry value does not exist or is not configured as specified, this is a finding:

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \SOFTWARE\Policies\Microsoft\Windows\DataCollection\

Value Name: AllowTelemetry

Type: REG_DWORD
Value: 0x00000000 (0) (Security)
0x00000001 (1) (Basic)","Configure the policy value for Computer Configuration >> Administrative Templates >> Windows Components >> Data Collection and Preview Builds >> """"Allow Diagnostic Data"""" to """"Enabled"""" with """"Send required diagnostic data"""" selected in """"Options:"""".","WN11-CC-000205"
"Windows Update must not obtain updates from other PCs on the internet.","low","Microsoft Windows 11 ","V-253394","SV-253394r829266","If the following registry value does not exist or is not configured as specified, this is a finding:

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \SOFTWARE\Policies\Microsoft\Windows\DeliveryOptimization\

Value Name: DODownloadMode

Value Type: REG_DWORD
Value: 0x00000000 (0) - No peering (HTTP Only)
0x00000001 (1) - Peers on same NAT only (LAN)
0x00000002 (2) - Local Network / Private group peering (Group)
0x00000063 (99) - Simple download mode, no peering (Simple)
0x00000064 (100) - Bypass mode, Delivery Optimization not used (Bypass)

A value of 0x00000003 (3), Internet, is a finding.

Standalone systems (configured in Settings):
If the following registry value does not exist or is not configured as specified, this is a finding:

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \SOFTWARE\Microsoft\Windows\CurrentVersion\DeliveryOptimization\Config\

Value Name: DODownloadMode

Value Type: REG_DWORD
Value: 0x00000000 (0) - Off
0x00000001 (1) - LAN","Configure the policy value for Computer Configuration >> Administrative Templates >> Windows Components >> Delivery Optimization >> """"Download Mode"""" to """"Enabled"""" with any option except """"Internet"""" selected.

Acceptable selections include:
Bypass (100)
Group (2)
HTTP only (0)
LAN (1)
Simple (99)

.","WN11-CC-000206"
"The Microsoft Defender SmartScreen for Explorer must be enabled.","medium","Microsoft Windows 11 ","V-253395","SV-253395r829269","This is applicable to unclassified systems, for other systems this is NA.

If the following registry values do not exist or are not configured as specified, this is a finding:

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \SOFTWARE\Policies\Microsoft\Windows\System\

Value Name: EnableSmartScreen

Value Type: REG_DWORD
Value: 0x00000001 (1)

And

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \SOFTWARE\Policies\Microsoft\Windows\System\

Value Name: ShellSmartScreenLevel

Value Type: REG_SZ
Value: Block","Configure the policy value for Computer Configuration >> Administrative Templates >> Windows Components >> File Explorer >> """"Configure Windows Defender SmartScreen"""" to """"Enabled"""" with """"Warn and prevent bypass"""" selected. 

Windows 11 includes duplicate policies for this setting. It can also be configured under Computer Configuration >> Administrative Templates >> Windows Components >> Windows Defender SmartScreen >> Explorer.","WN11-CC-000210"
"Explorer Data Execution Prevention must be enabled.","medium","Microsoft Windows 11 ","V-253396","SV-253396r829272","The default behavior is for data execution prevention to be turned on for file explorer.

If it exists and is configured with a value of """"1"""", this is a finding.

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \SOFTWARE\Policies\Microsoft\Windows\Explorer\

Value Name: NoDataExecutionPrevention

Value Type: REG_DWORD
Value: 0 (or if the Value Name does not exist)","The default behavior is for data execution prevention to be turned on for file explorer.

To correct this, configure the policy value for Computer Configuration >> Administrative Templates >> Windows Components >> File Explorer >> """"Turn off Data Execution Prevention for Explorer"""" to """"Not Configured"""" or """"Disabled"""".","WN11-CC-000215"
"File Explorer heap termination on corruption must be disabled.","low","Microsoft Windows 11 ","V-253397","SV-253397r829275","The default behavior is for File Explorer heap termination on corruption to be enabled.

If it exists and is configured with a value of """"1"""", this is a finding.

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \SOFTWARE\Policies\Microsoft\Windows\Explorer\

Value Name: NoHeapTerminationOnCorruption

Value Type: REG_DWORD
Value: 0x00000000 (0) (or if the Value Name does not exist)","The default behavior is for File Explorer heap termination on corruption to be enabled.

To correct this, configure the policy value for Computer Configuration >> Administrative Templates >> Windows Components >> File Explorer >> """"Turn off heap termination on corruption"""" to """"Not Configured"""" or """"Disabled"""".","WN11-CC-000220"
"File Explorer shell protocol must run in protected mode.","medium","Microsoft Windows 11 ","V-253398","SV-253398r829278","The default behavior is for shell protected mode to be turned on for file explorer.

If it exists and is configured with a value of """"1"""", this is a finding.

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\Explorer\

Value Name: PreXPSP2ShellProtocolBehavior

Value Type: REG_DWORD
Value: 0 (or if the Value Name does not exist)","The default behavior is for shell protected mode to be turned on for file explorer.

To correct this, configure the policy value for Computer Configuration >> Administrative Templates >> Windows Components >> File Explorer >> """"Turn off shell protocol protected mode"""" to """"Not Configured"""" or """"Disabled"""".","WN11-CC-000225"
"Windows 11 must be configured to disable Windows Game Recording and Broadcasting.","medium","Microsoft Windows 11 ","V-253399","SV-253399r829281","This is NA for Windows 11 LTSC. 
                
If the following registry value does not exist or is not configured as specified, this is a finding:

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \SOFTWARE\Policies\Microsoft\Windows\GameDVR\

Value Name: AllowGameDVR

Type: REG_DWORD
Value: 0x00000000 (0)","Configure the policy value for Computer Configuration >> Administrative Templates >> Windows Components >> Windows Game Recording and Broadcasting >> """"Enables or disables Windows Game Recording and Broadcasting"""" to """"Disabled"""".","WN11-CC-000252"
"The use of a hardware security device with Windows Hello for Business must be enabled.","medium","Microsoft Windows 11 ","V-253400","SV-253400r829284","Virtual desktop implementations currently may not support the use of TPMs. For virtual desktop implementations where the virtual desktop instance is deleted or refreshed upon logoff, this is NA.

If the following registry value does not exist or is not configured as specified, this is a finding:

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \SOFTWARE\Policies\Microsoft\PassportForWork\

Value Name: RequireSecurityDevice

Type: REG_DWORD
Value: 1","Configure the policy value for Computer Configuration >> Administrative Templates >> Windows Components >> Windows Hello for Business >> """"Use a hardware security device"""" to """"Enabled"""".","WN11-CC-000255"
"Windows 11 must be configured to require a minimum pin length of six characters or greater.","medium","Microsoft Windows 11 ","V-253401","SV-253401r829287","If the following registry value does not exist or is not configured as specified, this is a finding:

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \SOFTWARE\Policies\Microsoft\PassportForWork\PINComplexity\

Value Name: MinimumPINLength

Type: REG_DWORD
Value: 6 (or greater)","Configure the policy value for Computer Configuration >> Administrative Templates >> System >> PIN Complexity >> """"Minimum PIN length"""" to """"6"""" or greater.","WN11-CC-000260"
"Passwords must not be saved in the Remote Desktop Client.","medium","Microsoft Windows 11 ","V-253402","SV-253402r829290","If the following registry value does not exist or is not configured as specified, this is a finding:

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \SOFTWARE\Policies\Microsoft\Windows NT\Terminal Services\

Value Name: DisablePasswordSaving

Value Type: REG_DWORD
Value: 1","Configure the policy value for Computer Configuration >> Administrative Templates >> Windows Components >> Remote Desktop Services >> Remote Desktop Connection Client >> """"Do not allow passwords to be saved"""" to """"Enabled"""".","WN11-CC-000270"
"Local drives must be prevented from sharing with Remote Desktop Session Hosts.","medium","Microsoft Windows 11 ","V-253403","SV-253403r829293","If the following registry value does not exist or is not configured as specified, this is a finding:

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \SOFTWARE\Policies\Microsoft\Windows NT\Terminal Services\

Value Name: fDisableCdm

Value Type: REG_DWORD
Value: 1","Configure the policy value for Computer Configuration >> Administrative Templates >> Windows Components >> Remote Desktop Services >> Remote Desktop Session Host >> Device and Resource Redirection >> """"Do not allow drive redirection"""" to """"Enabled"""".","WN11-CC-000275"
"Remote Desktop Services must always prompt a client for passwords upon connection.","medium","Microsoft Windows 11 ","V-253404","SV-253404r829296","If the following registry value does not exist or is not configured as specified, this is a finding:

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \SOFTWARE\Policies\Microsoft\Windows NT\Terminal Services\

Value Name: fPromptForPassword

Value Type: REG_DWORD
Value: 1","Configure the policy value for Computer Configuration >> Administrative Templates >> Windows Components >> Remote Desktop Services >> Remote Desktop Session Host >> Security >> """"Always prompt for password upon connection"""" to """"Enabled"""".","WN11-CC-000280"
"The Remote Desktop Session Host must require secure RPC communications.","medium","Microsoft Windows 11 ","V-253405","SV-253405r877394","If the following registry value does not exist or is not configured as specified, this is a finding:

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \SOFTWARE\Policies\Microsoft\Windows NT\Terminal Services\

Value Name: fEncryptRPCTraffic

Value Type: REG_DWORD
Value: 1","Configure the policy value for Computer Configuration >> Administrative Templates >> Windows Components >> Remote Desktop Services >> Remote Desktop Session Host >> Security """"Require secure RPC communication"""" to """"Enabled"""".","WN11-CC-000285"
"Remote Desktop Services must be configured with the client connection encryption set to the required level.","medium","Microsoft Windows 11 ","V-253406","SV-253406r877398","If the following registry value does not exist or is not configured as specified, this is a finding:

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \SOFTWARE\Policies\Microsoft\Windows NT\Terminal Services\

Value Name: MinEncryptionLevel

Value Type: REG_DWORD
Value: 3","Configure the policy value for Computer Configuration >> Administrative Templates >> Windows Components >> Remote Desktop Services >> Remote Desktop Session Host >> Security >> """"Set client connection encryption level"""" to """"Enabled"""" and """"High Level"""".","WN11-CC-000290"
"Attachments must be prevented from being downloaded from RSS feeds.","medium","Microsoft Windows 11 ","V-253407","SV-253407r829305","If the following registry value does not exist or is not configured as specified, this is a finding:

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \SOFTWARE\Policies\Microsoft\Internet Explorer\Feeds\

Value Name: DisableEnclosureDownload

Value Type: REG_DWORD
Value: 1","Configure the policy value for Computer Configuration >> Administrative Templates >> Windows Components >> RSS Feeds >> """"Prevent downloading of enclosures"""" to """"Enabled"""".","WN11-CC-000295"
"Basic authentication for RSS feeds over HTTP must not be used.","medium","Microsoft Windows 11 ","V-253408","SV-253408r829308","The default behavior is for the Windows RSS platform to not use Basic authentication over HTTP connections.

If it exists and is configured with a value of """"1"""", this is a finding.

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \SOFTWARE\Policies\Microsoft\Internet Explorer\Feeds\

Value Name: AllowBasicAuthInClear

Value Type: REG_DWORD
Value: 0 (or if the Value Name does not exist)","The default behavior is for the Windows RSS platform to not use Basic authentication over HTTP connections.

To correct this, configure the policy value for Computer Configuration >> Administrative Templates >> Windows Components >> RSS Feeds >> """"Turn on Basic feed authentication over HTTP"""" to """"Not Configured"""" or """"Disabled"""".","WN11-CC-000300"
